deployment_num,project_name,device_type,am_recorder_lab_id_num,AM_recorder_ID,AM_micro_sd_ID,AM_config_file_name,deployment_team,location_site_name,site_subname,latitude,longitude,gps_source,gps_accuracy_m,AM_housing,height_above_ground_m,dropoff_date,dropoff_time,dropoff_notes,habitat,setting,game_cam_present,num_game_cam_present,game_cam_deploy_num,pickup_date,pickup_time,working_at_retrieval,pickup_notes,recorder_checkin_date,recorder_checkin_notes,card_upload_date,card_upload_notes,card_data_size,FLAG,FLAG_comments
AM0046,North Country Wild,AudioMoth,26,248D9B016486DF74,19,high-low-July-7-2025.config,"Aidan Fauth, Liz Anderson",Erika's camp,round 1,44.49352,-75.085339,phone,4.7,Ziplock,0.35,7-Jul-25,13:20,"In ziplock bag; this is the ""low"" treatment paired with AM_22_SD25_1; Was moved with same SD card to new location on 14 July - see later deployments",Deciduous,Rural,TRUE,1,C0352,14-Jul-25,10:20,,"picked up, turned off, and walked 100 feet to new location on 14 July",22-Jul-25,,22-Jul-25,uploaded to Summer 2025 AudioMoth Data/high_low_test/low/AM026_SD019_1. This is the first location for this device - it was moved as a second deployment and those files are in the same /low/ but in subfolder AM026_SD019_2,,,
AM0047,North Country Wild,AudioMoth,5,2403750364D67B11,25,June-19-2025.config,"Aidan, Liz, Erika, Gus",Kip Tract,Forest Ecology Plot 1,44.585627,-75.134792,gps,0.87,Ziplock,chest height,19-Jun-25,16:16,In ziplock bag;attached to same tree as game camera. ,Deciduous,Rural,TRUE,1,C0353,3-Jul-25,11:35,,,,,,"Recorder failed. No files to upload, so no folder created. ",,TRUE,Recorder failed. No files. 
AM0048,North Country Wild,AudioMoth,23,2474750763FAC3ED,9,June-19-2025.config,"Aidan, Liz ",Oswegatchie River,Oswegatchie point 8; grassland w/pond,44.585173,-75.311451,gps,1.5,Ziplock,1.5,24-Jun-25,16:10,In ziplock bag; on same cluster of trees as camera; behind it on other branch; deployed with A018_SD001 and C0358,Grassland pond,Rural,TRUE,1,C0358,15-Jul-25,9:57,,,17-Jul-25,,17-Jul-25,,,FALSE,
AM0049,North Country Wild,AudioMoth,18,24E1440163FAB36D,1,June-19-2025.config,"Aidan, Liz",Oswegatchie River,Oswegatchie point 8; grassland w/pond,44.585173,-75.311451,gps,1.5,Case,1.5,24-Jun-25,16:10,In case; deployed with C0358 and AM0048. On same cluster of trees as C0358 and AM0048,Grassland pond,Rural,TRUE,1,C0358,15-Jul-25,9:57,,,17-Jul-25,,17-Jul-25,,,,
AM0050,North Country Wild,AudioMoth,7,2403750364D67B21,31,June-19-2025.config,"Aidan, Liz",Oswegatchie River,Oswegatchie round 2 point 7; Cooper Hill 1,44.209806,-75.307969,gps,1.5,Case,1.5,15-Jul-25,16:30,in case; moved from previous location; new sd but no new batteries; same red maple as camera,Deciduous,Rural,TRUE,1,C0365,13-Sep-25,12:17,FALSE,,16-Sep-25,,16-Sep-25,Looks good - data through July 27,14.11,FALSE,
AM0051,North Country Wild,AudioMoth,8,247AA50864D67CF2,32,June-19-2025.config,"Aidan, Liz",Oswegatchie River,Oswegatchie round 2 point 4; Huckleberry Lake (2),44.311134,-75.333807,,3.3,Ziplock,1.5,15-Jul-25,13:12,same tree as cam; moved w/out changing batteries,Mixed,Rural,TRUE,1,C0366,13-Sep-25,10:44,,,13-Sep-25,circuit board seems loose. SD card won't pop out like normal,18-Sep-25,recordings through 7/29/2025,16.63,TRUE,check unit before redeploying
AM0052,North Country Wild,AudioMoth,20,245AAA0563FAB267,16,June-19-2025.config,"Aidan, Liz",Oswegatchie River,Oswegatchie round 2 point 1 Wanakena,44.128472,-74.961453,gps,3.4,Case,1.5,11-Jul-25,14:55,same tree as C058_SD009,Mixed,Rural,TRUE,1,C0368,21-Sep-25,10:02,,flashing red and green upon retrieval,21-Sep-25,,21-Sep-25,recordings through 9 August 2025,33.4 gb,FALSE,
AM0053,North Country Wild,AudioMoth,6,2453AC0264D67171,10,June-19-2025.config,"Aidan, Liz",Grasse River,Grasse round 2 point 1 - Brandy Brook,44.24735,-74.777033,gps,2.1,Ziplock,1.5,11-Jul-25,12:25,same tree as C043_SD012; near road (busy),Mixed,Rural,TRUE,1,C0369,21-Sep-25,11:01,,no lights on retrieval,21-Sep-25,,21-Sep-25,recordings through 14 August 2025,39.78 gb,FALSE,
AM0054,North Country Wild,AudioMoth,17,243EBE0164D67B51,33,June-19-2025.config,"Aidan, Liz",Oswegatchie River,Oswegatchie Round 2 point 5 - River Rd,44.2657,-75.223638,gps,4,Case,1.5,14-Jul-25,14:29,same tree as C064_SD041; blueberries nearby,Mixed,Rural,TRUE,1,C0434,13-Sep-25,11:37,TRUE,"flashing red when back at lab, so was working? 5:00 pm ish 13 Sept",22-Sep-25,,22-Sep-25,recordings through 17 August,37.9 gb,FALSE,
AM0055,North Country Wild,AudioMoth,9,2466BE0464D67B31,34,June-19-2025.config,"Aidan, Liz",Oswegatchie River,Oswegatchie Round 2 Point 6 - Fine,44.246256,-75.128596,gps,1.7,Ziplock,1.5,15-Jul-25,15:26,same tree as cam (red maple),Mixed,Rural,TRUE,1,C0435,13-Sep-25,13:17,FALSE,green and red flashing - issue!,22-Sep-25,,22-Sep-25,recordings through 17 August 2025,38.73 gb,FALSE,
AM0056,North Country Wild,AudioMoth,18,24E1440163FAB36D,35,June-19-2025.config,"Aidan, Liz",Grasse River,Grasse River Round 2 point 6 - Tooley Pond Rd. 1,44.346091,-75.061507,gps,1.1,Case,1.5,16-Jul-25,12:08,same tree as cam. Use zipties for case.,Mixed,Rural,TRUE,1,C0372,28-Sep-25,17:36,FALSE,flashing short flashes of green and red - recording failure,30-Sep-25,,30-Sep-25,recordings through 19 Aug 2025,39.18 gb,TRUE,AM flashing red-green at retrieval. Why wasn't it still recording? Room available on microSD
AM0057,North Country Wild,AudioMoth,13,242A260463FAA578,11,June-19-2025.config,"Aidan, Liz",Grasse River,Grasse River Round 2 point 2 Cranberry Lake Wild Forest,44.241179,-74.783922,gps,8,Case,1,11-Jul-25,13:20,On little beech tree up against cam tree.,Deciduous,Rural,TRUE,1,C0373,28-Sep-25,14:55,FALSE,cam deployed w AM was hit by bear and poop found under camera,30-Sep-25,,30-Sep-25,NO DATA ON CARD,,TRUE,Not working on retrieval. No data recorded.
AM0058,North Country Wild,AudioMoth,1,24F3190863FAA5B9,36,June-19-2025.config,"Aidan, Liz",Grasse River,Grasse River Round 2 Point 3 - Donnerville Rd,44.431933,-75.111025,gps,2.3,Case,,16-Jul-25,10:22,Same tree as C068_SD101,Deciduous,Rural,TRUE,1,C0424,3-Oct-25,10:12,FALSE,flashing red&green quick flash upon retrieval,3-Oct-25,,12-Oct-25,recordings 7/16/25 through 7/25/2025,9.9 gb,TRUE,seems to have stopped working on 7/25
AM0059,North Country Wild,AudioMoth,23,2474750763FAC3ED,37,June-19-2025.config,"Aidan, Liz",Grasse River,Grasse River Round 2 point 2 - Backus Rd,44.417092,-75.109611,gps,1.3,Ziplock,1.5,16-Jul-25,11:06,Same red maple as cam. Near trail & grassland edge,Mixed,Rural,TRUE,1,C0423,3-Oct-25,10:48,FALSE,flashing red and green quick flash upon retrieval,3-Oct-25,,12-Oct-25,recordings 7/16/25 through 8/14/2025,33.33 gb,FALSE,
AM0060,North Country Wild,AudioMoth,12,243EBE0164D67AF1,7,standard config,"Aidan, Liz",Raquette River,Raquette river round 3 - site 1 - Sol's Island,44.24781,-74.600471,gps,0.817,Case,1.5,17-Sep-25,15:42,Fir; same tree as camera; used zip ties. Microphone of am in top left corner when set up. Do with all for consistency.,Mixed,Rural,TRUE,1,C0374,8-Nov-25,11:00,,flashing red and green,9-Nov-25,,9-Nov-25,recordings through 16 Oct 2025,46.11 gb,FALSE,
AM0061,North Country Wild,AudioMoth,27,248D9B01648454AB,3,standard config,"Aidan, Liz",Raquette River,Raquette river round 3 - site 2 - leonard pond area,44.326288,-74.719787,gps,1.8,Case,1.5,17-Sep-25,17:10,"Fir, same tree as cam; mic on top left corner; used case strap; accessed with public water access road; added point to map retroactively in lab (Sept 19)",Mixed,Rural,TRUE,1,C0375,8-Nov-25,12:05,,flashing red and green,9-Nov-25,,9-Nov-25,recordings through 21 Oct 2025,54.18 gb,FALSE,
AM0062,North Country Wild,AudioMoth,19,243B1F0663FAA578,5,standard config,"Aidan, Liz",Raquette River,Raquette river round 3 - site 3- Carry Falls Rd. ,44.442103,-74.760141,gps,4.2,Case,1.5,21-Sep-25,14:45,Small tree next to camera; American beech. ,Deciduous,Rural,TRUE,1,C0376,8-Nov-25,13:16,,flashing red and green,9-Nov-25,,9-Nov-25,recordings through 25 Oct 2025,53.62 gb,FALSE,
AM0063,North Country Wild,AudioMoth,13,242A260463FAA578,11,standard config,Liz,Donnerville Beaver Pond,,44.438222,-75.070355,gps,0.86,Case,1.5,1-Oct-25,13:25,Same tree as cam; on skinny beech sapling in same tree as camera,Deciduous,Rural,TRUE,1,C0377,1-Nov-25,15:22,TRUE,,1-Nov-25,,10-Nov-25,recordings through 11/1/2025; ,49.11 gb,FALSE,
AM0064,North Country Wild,AudioMoth,18,24E1440163FAB36D,19,standard config,Liz,Pete and Kathy Wyckoff,Wyckoff Beaver Pond,44.546289,-75.067007,gps,0.728,Case,1.5,1-Oct-25,15:20,In same American beech as camera,Deciduous,Rural,TRUE,1,C0421,1-Nov-25,16:21,TRUE,,1-Nov-25,,10-Nov-25,recordings through 1-Nov-2025;,49.11 gb,FALSE,
AM0065,North Country Wild,AudioMoth,15,243B1F0663FA5AC8,16,standard config,Liz,Raquette River,Raquette Round 3 - last urban point - Grantville Rd,44.844475,-74.960593,gps,0.86,Case,1.5,1-Oct-25,17:46,Same tree as camera; near what might be a human-used trail,Mixed,Urban,TRUE,1,C0380,19-Nov-25,13:25,,flashing red and green,19-Nov-25,,21-Nov-25,recordings through 11/04/2025;,53.56 gb,FALSE,
AM0066,North Country Wild,AudioMoth,28,243B1F026484546C,14,standard config,Liz,Raquette River,Raquette Round 3 - Site 5 - Joe Indian Rd pt 2,44.503095,-74.741516,gps,4.6,Case,1.5,21-Sep-25,16:41,Same tree as cam; used zip ties. fir or spruce,Mixed,Rural,TRUE,1,C0381,15-Nov-25,16:03,TRUE,flashing red and green,15-Nov-25,,21-Nov-25,recordings through 10/28/2025,42.31 gb,FALSE,
AM0067,North Country Wild,AudioMoth,21,24E1440163FA58EC,8,standard config,Liz,Raquette River,Raquette Round 3 - Site 4 - Joe Indian Rd,44.467107,-74.750899,gps,4.4,Case,1.5,21-Sep-25,15:45,Same tree as cam (sugar maple); used zip ties. ,Mixed,Rural,TRUE,1,C0382,14-Nov-25,15:14,,flashing red and green; some moisture in case; snowy on pick up,15-Nov-25,,21-Nov-25,recordings through 10/21/2025;,47.24 gb,FALSE,
AM0068,North Country Wild,AudioMoth,2,243B1F0663FADE06,15,standard config,Liz,Raquette River,Raquette river urban site 1 - Warren Harman,44.507255,-74.884727,gps,1.3,Case,1.5,24-Sep-25,13:00,Same tree as cam; used zip ties; flagging tied to ziptie,Deciduous,Urban,TRUE,1,C0383,16-Nov-25,12:20,TRUE,flashing red and green,16-Nov-25,,21-Nov-25,recordings through 10/28/2025; ,54.28 gb,FALSE,
AM0069,North Country Wild,AudioMoth,17,243EBE0164D67B51,17,standard config,Liz,Raquette River,Raquette river urban site 2 - John Payne,44.649824,-74.973139,gps,0.7,Case,1.5,24-Sep-25,14:00,Same white oak as cam; secured w/zip ties; flagging on zip ties,Deciduous,Urban,TRUE,1,C0384,16-Nov-25,13:11,TRUE,flashing red and green,16-Nov-25,,21-Nov-25,recordings through 10/27/2025,52.04 gb,FALSE,
AM0070,North Country Wild,AudioMoth,7,2403750364D67B21,6,standard config,Liz,Raquette River,Raquette river urban site 3 - Kathy Mulaney,44.609877,-74.97193,gps,2.4,Case,1.5,24-Sep-25,15:00,Same red pine as cam; secured with zip ties; Edge of water top of bank in backyard; fair amount of human noise from roads,Home lawn,Urban,TRUE,1,C0385,16-Nov-25,12:50,TRUE,flashing red and green,16-Nov-25,,21-Nov-25,recordings through 10/31/2025;,58.74 gb,FALSE,
AM0071,North Country Wild,AudioMoth,9,2466BE0464D67B31,10,standard config,Liz,Raquette River,Raquette river urban site 4 - McCoola,44.539836,-74.938258,gps,0.8,Case,1.5,24-Sep-25,18:00,Same dead yellow birch as camera; zip tied to tree; slightly unsure if I turned it on,Mixed,Urban,TRUE,1,C0386,16-Nov-25,11:16,TRUE,,16-Nov-25,,21-Nov-25,recordings through 10/27/2025,51.66 gb,FALSE,
AM0072,North Country Wild,AudioMoth,4,242A260463FA7A6E,101,June-19-2025.config,"Aidan, Liz",Raquette River,Raquette River Round 2 - Site 4 - Leonard Pond 2),44.338571,-74.729428,gps,3,Ziplock,1.5,14-Jul-25,12:43,Same hemlock tree as cam; not deployed w/ fresh batteries; moved from one point to next same day w/new sd card,Mixed,Rural,TRUE,1,C0429,17-Sep-25,17:57,FALSE,"bag torn or chewed open on right side; batteries rusted, corroded",17-Sep-25,,22-Nov-25,recordings through 7/26/2025,13.44 gb,FALSE,
AM0073,North Country Wild,AudioMoth,26,248D9B016486DF74,9,standard config,Liz,Grasse River,Grasse River Railroad Trail,44.249082,-74.783313,gps,1.4,Case,1.5,21-Sep-25,11:30,Same yellow birch as game camera; with game camera on small (c. 10 cm diam) yellow birch facing game trail approx 50' from human trail,Deciduous,Rural,TRUE,1,C0387,22-Nov-25,11:45,TRUE,flashing red and green on pickup,22-Nov-25,batteries removed and allowed to dry in lab,22-Nov-25,recordings through 10/24/2025,52.63 gb,FALSE,
AM0074,North Country Wild,AudioMoth,20,245AAA0563FAB267,25,standard config,Liz,Grasse River,Grasse River Round 3 - Site 1 Balsam Pond,44.25372,-74.760947,gps,1.4,Case,1.5,28-Sep-25,14:30,Same Am beech as camera; can hear road from site,Deciduous,Rural,TRUE,1,C0388,22-Nov-25,11:15,TRUE,flashing red and green on pickup,22-Nov-25,batteries removed and allowed to dry in lab,24-Nov-25,recordings through 11/02/2025;,55.78 gb,FALSE,
AM0075,North Country Wild,AudioMoth,5,2403750364D67B11,21,standard config,Liz,Grasse River,Grasse River Round 3 - Site 3 - Tooley Pond Rd. farthest,44.282645,-74.924297,gps,1.3,Case,1.5,28-Sep-25,15:58,,Mixed ,Rural,TRUE,1,C0389,22-Nov-25,12:52,TRUE,flashing red and green on pickup,22-Nov-25,batteries removed and allowed to dry in lab,24-Nov-25,recordings through 11/03/2025,57.51 gb,FALSE,
AM0076,North Country Wild,AudioMoth,14,2474750763FA5818,22,standard config,Liz,Grasse River,Grasse River Round 3 - Site 4 - Twin falls,44.333273,-75.02492,gps,1.9,Case,1.5,28-Sep-25,17:14,"Sam Am beech as cam; used zip ties; Near road on hill/slant, across from Twin Falls trail, can hear falls",Deciduous,Rural,TRUE,1,C0390,22-Nov-25,13:46,TRUE,flashing red and green on pickup,22-Nov-25,batteries removed and allowed to dry in lab,24-Nov-25,recordings through 10/26/2025;,43.76 gb,FALSE,
AM0077,North Country Wild,AudioMoth,23,2474750763FAC3ED,12,standard config,"Liz, Erika",Grasse River,"Grass River - ""urban"" site - Laura Mills-Smith Buck St., Canton",44.587978,-75.169866,phone,4.3,Case,1.5,12-Oct-25,16:15,Same American elm as camera; home yard with some trees. Placed in open wooded area in backyard.,Home lawn,Urban,TRUE,1,C0392,1-Dec-25,16:25,TRUE,flashing red and green on pickup,2-Dec-25,batteries removed and allowed to dry in lab,2-Dec-25,recordings through 11/10/2025,46.52 gb,FALSE,
AM0078,North Country Wild,AudioMoth,6,2453AC0264D67171,13,standard config,Liz,Grasse River,"Grasse River ""Urban site 1"" Little Grasse",44.569285,-75.165424,gps,0.37,Case,1.5,24-Sep-25,16:52,Same silver maple as game camera; side of river boat launch,Other,Urban,TRUE,1,C0393,3-Dec-25,14:48,TRUE,flashing red and green on pickup,3-Dec-25,batteries removed and allowed to dry in lab,12-Dec-25,recordings through 10/30/2025,56.43 gb,FALSE,
AM0079,North Country Wild,AudioMoth,22,24F3190863FAB496,4,standard config,Liz,Grasse River,Grasse urban site 4 - Amber Jaquith,44.754389,-75.12256,gps,1,Case,1.5,4-Oct-25,12:35,Same black ash as camera,Deciduous,Urban,TRUE,1,C0394,3-Dec-25,13:53,TRUE,flashing red and green on pickup,3-Dec-25,batteries removed and allowed to dry in lab,12-Dec-25,recordings through 11/08/2025,55.25 gb,FALSE,
AM0080,North Country Wild,AudioMoth,24,242A260463FAD01C,31,standard config,Liz,Grasse River,Grasse river urban site 3 - Brian Watson,44.655089,-75.204781,gps,0.68,Case,1.5,4-Oct-25,10:50,"Same ash(?) clump; used 2 straps; can hear canada geese, belted kingfisher, downy woodpecker, chickadees, pileated woodpecker, song sparrow",Home lawn,Urban,TRUE,1,C0395,3-Dec-25,13:21,TRUE,flashing red and green on pickup,3-Dec-25,batteries removed and allowed to dry in lab,12-Dec-25,recordings through 10/31/2025;,43.54 gb,FALSE,
AM0081,North Country Wild,AudioMoth,31,243B1F026488A54D,37,standard config,Liz,Beavers - Iverson,Beavers - Iverson,44.510877,-75.17824,gps,0.61,Case,1.5,2-Nov-25,16:19,Point entered with old point layer - need to transfer over; same cump of trees as camera;,Other,Urban,TRUE,1,C0396,16-Dec-25,11:13,TRUE,flashing red and green on pickup,16-Dec-25,batteries removed and allowed to dry in lab,22-Dec-25,recordings through 19 Nov 2025; ,26.18 gb,FALSE,
AM0082,North Country Wild,AudioMoth,29,24F3190464887740,19,standard config,Liz,Raquette River,Raquette Round 4 - Rural 1 - Leonard Pond area,44.318934,-74.724626,gps,,Case,1.5,14-Nov-25,13:43,Snow on ground when deployed; delayed deploye after camera (c. 1 week later); on tree 8 feet from cam with yellow flagging,Evergreen,Rural,TRUE,1,C0397,14-Dec-25,10:38,TRUE,flashing green,14-Dec-25,batteries removed and allowed to dry in lab,22-Dec-25,recordings through 14 Dec 2025,47.37 gb,FALSE,
AM0083,North Country Wild,AudioMoth,1,24F3190863FAA5B9,1,standard config,Liz,Beavers  ,Kip Trail Forest Ecology Plot 2,44.586425,-75.138259,gps,0.8,Case,1.5,29-Oct-25,17:44,small tree next to cam tree,Deciduous,Rural,TRUE,1,C0398,14-Dec-25,14:46,TRUE,flashing red and green on pickup,14-Dec-25,batteries removed and allowed to dry in lab,22-Dec-25,recordings through 29 Nov,48.51 gb,FALSE,
AM0084,North Country Wild,AudioMoth,12,243EBE0164D67AF1,100,standard config,"Liz Anderson, Arwen Jones",Raquette River,Raquette river round 4 urban site - John Payne,44.650574,-74.97415,gps,0.23,Case,1.5,16-Nov-25,13:31,same maple as game camera; secured with zip ties,Deciduous,Urban,TRUE,1,C0399,14-Dec-25,13:54,TRUE,flashing red and green on pickup,14-Dec-25,batteries removed and allowed to dry in lab,23-Dec-25,recordings through 1 Dec 2025;,23.76 gb,FALSE,
AM0085,North Country Wild,AudioMoth,30,242A26056488736C,3,standard config,Liz,Raquette River,Raquette river round 4 - rural site 3 - Carry Falls Rd,44.444106,-74.770362,gps,2.1,Case,1.5,14-Nov-25,14:46,same tree as camera; deployed with strap. Delayed deployment about a week after camera; evergreen stand next to deciduous; snow on ground when deployed,Evergreen,Rural,TRUE,1,C0400,14-Dec-25,11:48,TRUE,flashing green,14-Dec-25,batteries removed and allowed to dry in lab,23-Dec-25,recordings through Dec 14 2025;,47.52 gb,FALSE,
AM0086,North Country Wild,AudioMoth,27,248D9B01648454AB,5,standard config,"Liz Anderson, Arwen Jones",Raquette River,Raquette river round 4 rural site 5 - raquette river road,44.521438,-74.828123,gps,0.39,Case,1.5,15-Nov-25,15:16,same maple as game camera ,Deciduous,Rural,TRUE,1,C0401,14-Dec-25,13:06,TRUE,flashing green,14-Dec-25,batteries removed and allowed to dry in lab,23-Dec-25,recordings through 14 Dec 2025; ,45.94 gb,FALSE,
AM0087,North Country Wild,AudioMoth,32,248D9B016488A3C3,18,standard config,"Liz Anderson, Eric ",Beavers,Beavers - Noble family,44.544839,-75.232998,gps,1.2,Case,1.5,29-Oct-25,14:48,tree right next to cam tree; patch of forest near wide grassy path through woods; about 70m from beaver pond edge,Deciduous,Urban,TRUE,1,C0402,12-Dec-25,10:09,TRUE,flashing red and green on pickup,12-Dec-25,batteries removed and allowed to dry in lab,23-Dec-25,recordings through 4 Dec 2025;,57.16 gb,FALSE,
AM0088,North Country Wild,AudioMoth,21,24E1440163FA58EC,36,standard config,"Liz Anderson, Arwen Jones",Raquette River,"Raquette river round 4 - site 4, Joe Indian Rd",44.478625,-74.745927,gps,,Case,1.5,15-Nov-25,16:27,same tree as game camera; close to road,Mixed,Rural,TRUE,1,C0403,14-Dec-25,12:26,FALSE,no lights flashing,14-Dec-25,batteries removed and allowed to dry in lab,23-Dec-25,NO DATA ON CARD,,TRUE,no recordings; deployment failed
AM0089,North Country Wild,AudioMoth,17,243EBE0164D67B51,35,standard config,Liz,Raquette River,Raquetter river round 4 - urban site 4 - Grantville Rd 2,44.860602,-74.939948,gps,1.5,Case,1.5,19-Nov-25,14:51,"same tree as game camera; reused old sip ties. Heard red breasted nuthatches, chickadee etc. See cam sheet for notes on how to get to point - find the trail! Nearby to human used trail; stat land woods near town and foot path",Evergreen,Urban,TRUE,1,C0404,13-Dec-25,14:22,TRUE,flashing red and green on pickup,13-Dec-25,batteries removed and allowed to dry in lab,23-Dec-25,recordings through 2 Dec 2025;,20.21 gb,FALSE,
AM0090,North Country Wild,AudioMoth,2,243B1F0663FADE06,20,standard config,Liz,Raquette River,Raquette river round 4 urban site 3 - Grantville Rd 1,44.845095,-74.958312,gps,0.97,Case,1.5,19-Nov-25,13:54,small tree c. 5' feet away from cam,Mixed,Urban,TRUE,1,C0405,13-Dec-25,13:40,TRUE,flashing red and green on pickup,13-Dec-25,batteries removed and allowed to dry in lab,23-Dec-25,recordings through 5 Dec 2025;,24.41 gb,FALSE,
AM0091,North Country Wild,AudioMoth,10,243EBE0164D67739,2,standard config,Liz,Grasse River,Grasse river round 3 - urban site 2 - Iverson,44.513733,-75.175398,gps,0.81,Case,1.5,4-Oct-25,10:00,same black ash as game camera; fastened with zip ties,Mixed,Urban,TRUE,1,C0406,16-Dec-25,10:54,FALSE,,16-Dec-25,batteries removed and allowed to dry in lab,24-Dec-25,recordings through 8 Nov 2025;,55.73 gb,FALSE,
AM0092,North Country Wild,AudioMoth,18,24E1440163FAB36D,7,standard config,"Liz Anderson, Arwen Jones, Jake McCoola",Raquette River,Raquette river urban site 1 - Jacob McCoola's house,44.539885,-74.936681,gps,0.93,Case,1.5,16-Nov-25,11:44,same hemlock tree sa camera; secured with straps,Mixed,Urban,TRUE,1,C0407,16-Dec-25,10:12,FALSE,no lights flashing,16-Dec-25,batteries removed and allowed to dry in lab,24-Dec-25,NO DATA ON CARD,,TRUE,no recordings; AM failed
AM0093,North Country Wild,AudioMoth,19,243B1F0663FAA578,23,standard config,Liz,Raquette River,Raquette river round 4 - rural site 2 - Hollywood Rd.,44.348339,-74.724622,gps,1.5,Case,1.5,14-Nov-25,14:09,in beech tree 3 feet away from camera; delayed deployment about a week after camera (forgot micro sd cards originally),Deciduous,Rural,TRUE,1,C0408,14-Dec-25,11:02,TRUE,flashing red and green on pickup,14-Dec-25,batteries removed and allowed to dry in lab,24-Dec-25,recordings through 1 Dec 2025;,27.54 gb,FALSE,
AM0094,North Country Wild,AudioMoth,16,2466BE0464D67AE1,33,standard config,"Liz Anderson, Arwen Jones",Beavers,Beavers - Mike (Paul Hetzler's beaver pond; Mike is Mike Corse),44.510781,-75.001484,gps,1.4,Case,1.5,5-Oct-25,11:59,in same sugar maple as game camera; secured with zipties,Deciduous,Rural,TRUE,1,C0409,12-Dec-25,11:03,TRUE,flashing red and green on pickup,12-Dec-25,batteries removed and allowed to dry in lab,24-Dec-25,recordings through 10 Nov 2025;,56.89 gb,FALSE,
AM0095,North Country Wild,AudioMoth,25,24E1440163FAC414,34,standard config,"Liz Anderson, Arwen Jones",Beavers,Beavers - Myers,44.504476,-75.204418,gps,2.3,Case,1.5,12-Oct-25,10:50,in same red maple as camera; 3 straps used; forgot to tape over batteries,Deciduous,Rural,TRUE,1,C0410,12-Dec-25,15:11,TRUE,flashing red and green on pickup,12-Dec-25,batteries removed and allowed to dry in lab,26-Dec-25,recordings through 8 Nov 2025;,42.32 gb,FALSE,
AM0096,North Country Wild,AudioMoth,11,2466BE0146D67B51,32,standard config,Liz,Beavers,Erika's camp,44.494428,-75.085943,gps,1.7,Case,1.5,15-Oct-25,11:45,in same black cherry as game cam; heard a woodpecker,Mixed,Rural,TRUE,1,C0411,12-Dec-25,12:44,TRUE,flashing red and green on pickup,12-Dec-25,batteries removed and allowed to dry in lab,26-Dec-25,recordings through 11 Nov 2025;,43.31 gb,FALSE,
AM0097,North Country Wild,AudioMoth,9,2466BE0464D67B31,12,June-19-2025.config,"Liz Anderson, Aidan Fauth",Raquette River,Raquette River point 8,44.521781,-74.826392,gps,2.8,Ziplock,1.5,23-Jun-25,14:46,no flagging; on hemlock tree about 7 ft to the right when facing camera,Mixed,Rural,TRUE,1,C0422,14-Jul-25,14:16,,,,,17-Jul-25,recordings through 14 July 2025;,24.41 gb,FALSE,
AM0098,North Country Wild,AudioMoth,8,247AA50864D67CF2,21,June-19-2025.config,"Liz Anderson, Aidan Fauth",Oswegatchie River,Oswegatchie point 6 - Wolf/Moon lake,44.313438,-75.323153,gps,5.3,Ziplock,2,24-Jun-25,14:15,same tree as AM075_SD008 and C065_SD090; deployed on woodland-wetland edge,Other,Rural,TRUE,1,C0447,15-Jul-25,12:26,TRUE,,,,17-Jul-25,recordings through 15 July 2025; ,24.3 gb,FALSE,
AM0099,North Country Wild,AudioMoth,4,242A260463FA7A6E,13,June-19-2025.config,"Liz Anderson, Aidan Fauth",Raquette River,Raquette River point 5,44.33908,-74.726315,gps,2.2,Ziplock,1.5,23-Jun-25,12:36,with AM017_SD017 and cam C062_SD036 in red maple,Deciduous,Rural,TRUE,1,C0444,14-Jul-25,12:00,TRUE,no damage to ziplock upon pickup,,,17-Jul-25,recordings through 14 July 2025;,24.26 gb,FALSE,
AM0100,North Country Wild,AudioMoth,16,2466BE0464D67AE1,23,June-19-2025.config,"Liz Anderson, Aidan Fauth",Raquette River,Raquette River round 2 - site 8,44.502464,-74.740888,gps,0.7,Case,1.5,14-Jul-25,16:21,same tree as camera; not deployed with all new batteries - 1 new and 2 old from another AM - added in the field,Mixed,Rural,TRUE,1,C0425,21-Sep-25,16:32,FALSE,,,,4-Oct-25,NO DATA ON CARD,,TRUE,no recordings; batteries changed in field which likely aborted configuration file
AM0101,North Country Wild,AudioMoth,24,242A260463FAD01C,4,June-19-2025.config,"Liz Anderson, Aidan Fauth",Raquette River,Raquette River round 2 - site 7,44.478233,-74.746199,gps,1,Ziplock,1.5,14-Jul-25,15:50,same tree as camera,Mixed,Rural,TRUE,1,C0427,21-Sep-25,16:15,FALSE,,,,3-Oct-25,recordings through 18 Aug 2025;,40.15 gb,FALSE,
AM0102,North Country Wild,AudioMoth,25,24E1440163FAC414,100,June-19-2025.config,Liz Anderson,Raquette River,Raquette River round 2 - site 5,44.346637,-74.723388,gps,0.8,Case,1.5,14-Jul-25,13:49,small Am beech tree 3 feet to left of camera when facing it; no flagging; no deployed with new batteries - moved same day from old site on Raquette round 1,Deciduous,Rural,TRUE,1,C0428,21-Sep-25,14:00,FALSE,,,,4-Oct-25,recordings through 28 July 2025;,15.98 gb,FALSE,
